	1	2	uniprotID	ENSG	ENST	DBD_coords	AD_coords	RD_coords	Bif_coords	length	IDR_coords
583			Q99676		ENST00000211936	222-244,250-272,278-300,306-328,334-356,362-384,390-412,418-440,446-468,474-496,502-524,530-552,558-580,586-608,614-636,642-664,670-692,698-720,726-748				1	1-27,79-220
584			Q99684		ENST00000294702	255-278,284-306,312-334,340-362,368-390,396-419				1	1-254
585			Q99717		ENST00000509297	31-132	362-441			1	160-262
586			Q99743		ENST00000335681	10-60				1	1-22,365-498,538-825
587			Q99811		ENST00000372469	105-161	51-82,5-32,167-224			1	1-110,176-254
588			Q99814		ENST00000263734	15-68	481-639,828-870			1	1-28,373-871
589			Q99853		ENST00000396057	13-102				1	1-17,81-326
590			Q99856		ENST00000263620	240-326				1	1-219,347-433,487-594
591			Q99929		ENST00000331289	53-103				1	1-56,118-194
592			Q99958		ENST00000649859	72-161	395-494,1-71			1	1-68,164-502
593			Q9BQY4		ENST00000371388	137-191				1	1-142,201-289
594			Q9BRH9		ENST00000292562	209-231,237-259,265-287,293-315,321-343,349-371,377-399,405-427,433-455,461-483,489-511,594-616				1	1-18,76-203,512-591,631-672
595			Q9BRJ9		ENST00000300057	83-137				1	1-91,149-269
596			Q9BS31		ENST00000354957	178-200,206-228,236-256,262-284,290-312,318-340,346-368,374-396,402-424,430-452				1	53-178,451-506
597			Q9BS34		ENST00000366503	103-125,141-163,197-219,225-247,253-275,281-303,309-331,337-359,365-386				1	42-104,163-195
598			Q9BT49		ENST00000215742	4-95				1	105-229
599			Q9BTP6		ENST00000317012	55-107				1	1-49,109-137
600			Q9BUY5		ENST00000253115	224-246,280-302,308-330,336-358,364-386,392-414,420-442,448-470,476-498,504-526,532-554	99-213			1	1-43,93-276
601			Q9BWM5		ENST00000196489	270-292,298-320,326-348,354-376,382-404,410-432,438-460,466-488,494-516,522-544,550-572				1	1-23,69-268,568-595
602			Q9BWW7		ENST00000569446	191-213,223-244,248-270,276-298,304-325				1	1-192,326-349
603			Q9BWX5		ENST00000252997	189-223,243-277	1-49,107-154			1	1-181,283-398
604			Q9BXG8		ENST00000296739	1-234				1	1-28,125-200,278-300,347-431
605			Q9BXK1		ENST00000250916	127-151,157-181,187-209	209-252			1	1-130,205-253
606			Q9BY31		ENST00000652011	209-231,261-277,283-300,311-333,339-361,367-389,395-417,423-445,451-473,479-501,507-529,535-557,563-585,591-613,619-641,647-669,758-780,786-808,814-836,842-864,870-892				1	100-289,666-771,882-915
607			Q9BYU1		ENST00000251203	211-270				1	1-18,96-122,278-375
608			Q9BYV9		ENST00000257749	647-707				1	142-622,731-842
609			Q9BZE0		ENST00000262366	202-229,235-257,263-287,293-317	30-137			1	1-171,321-525
610			Q9BZE3		ENST00000263610	179-235				1	1-183,244-328
611			Q9BZI1		ENST00000302057	115-174				1	1-116,176-472
612			Q9BZM3		ENST00000326902	203-259				1	1-203,256-305
613			Q9C009		ENST00000296839	119-209				1	1-118,213-404
614			Q9C056		ENST00000368592	149-205				1	1-153,212-278
615			Q9C0D4		ENST00000326756	135-157,162-184,190-213				1	1-45,99-130,216-912
616			Q9C0F3		ENST00000314011	138-160,166-188,194-216,222-244,250-272,278-300,306-328,334-356,362-384,390-412,418-440,446-468				1	1-14,50-138
617			Q9C0J9		ENST00000242728	45-100				1	1-41,176-483
618			Q9GZV8		ENST00000276594	400-421,432-455,461-483,489-511,517-540,546-568				1	1-258,378-399
619			Q9GZX5		ENST00000243644	206-228,234-256,262-284,290-312,318-340,346-368,374-396,402-424				1	57-203,425-476
620			Q9GZZ0		ENST00000331462	231-286				1	1-232,292-329
621			Q9H0M5		ENST00000254321	194-216,222-244,250-272,278-300,306-328,362-384,390-412,418-440,446-468,474-498,508-530,536-558,564-586,592-614,620-642,648-670,676-698,704-726,732-742				1	1-192
622			Q9H0W7		ENST00000308086	4-82				1	98-123,173-229
623			Q9H147		ENST00000372622	1-329				1	1-63,142-195
624			Q9H161		ENST00000652299	215-271				1	1-220,282-412
625			Q9H175		ENST00000228515	1-543				1	1-101,140-172,281-544
626			Q9H2A3		ENST00000313341	113-165	186-221			1	1-105,175-273
627			Q9H2C1		ENST00000261731	NA-NA				1	120-190,244-403
628			Q9H2P0		ENST00000349014	765-813				1	1-15,130-160,201-221,265-445,574-619,688-761,840-1103
629			Q9H2Z4		ENST00000351817	190-246				1	1-193,254-355
630			Q9H4Q3		ENST00000369215	137-159,573-595,601-623,630-653				1	1-55,164-572,649-708
631			Q9H4Q4		ENST00000253008	243-265,271-293,299-323				1	1-62,209-241,315-368
632			Q9H4S2		ENST00000302945	148-204				1	1-149,201-265
633			Q9H4T2		ENST00000340487	236-258,264-286,292-314,320-342				1	1-32,117-237
634			Q9H5H4		ENST00000380412	262-283,289-311,317-339,345-367,373-395,401-423,429-451,457-479,485-507,513-535				1	1-260
635			Q9H5J0		ENST00000673933	473-494,500-523				1	1-46,177-468,527-575
636			Q9H5L6		ENST00000302236	4-91,216-278				1	84-136,850-904
637			Q9H5V7		ENST00000368886	72-105,110-132,138-161,364-384,392-408				1	1-76,157-362
638			Q9H609		ENST00000336564	35-57,71-93,112-134,143-165				1	1-31,93-110
639			Q9H6B1		ENST00000281523	204-228,267-291				1	1-74,114-201,240-396
640			Q9H6I2		ENST00000297316	68-136	219-378			1	1-68,146-415
641			Q9H707		ENST00000391701	212-233,268-290,296-318,324-346,352-374,380-402				1	1-16,56-262
642			Q9H7R5		ENST00000396424	178-200,206-228,234-256,262-284,290-312,318-340,346-368,374-396,402-424,430-452,458-480,486-508,514-536,542-564,570-592,598-620,626-648,654-676				1	51-176
643			Q9H7S9		ENST00000331569	466-484				1	1-591
644			Q9H7X3		ENST00000330143	125-147,153-175,181-203,209-231,237-260,265-287,293-315,321-343,349-371				1	1-127
645			Q9H8G1		ENST00000261560	205-227,233-255,261-283,289-311,317-339,345-367,373-395,401-423,429-451,457-479,485-507,515-535				1	1-16,93-201,516-571
646			Q9H8N7		ENST00000344423	279-309				1	1-76,132-485
647			Q9H8Y5		ENST00000323348	73-95				1	1-71,111-146,363-490,594-727
648			Q9H9D4		ENST00000311764	353-375,381-403,409-431,437-459,468-490,496-518,524-546,551-573,579-601,607-629				1	1-351,619-721
649			Q9H9Z2		ENST00000254231	40-112				1	1-41,174-210
650			Q9HAH1		ENST00000307635	147-169,175-197,203-225,231-253,259-281,287-309,315-337,370-392,425-447				1	45-145,335-457
651			Q9HB31		ENST00000536498	20-76				1	1-27,79-191
652			Q9HBT7		ENST00000395824	368-390,396-418,424-446,452-474,480-502,508-530,536-558,564-586,592-614,620-642,648-670,676-698,704-726,732-754				1	1-62,129-163,220-367,749-762
653			Q9HC44		ENST00000290795	1-474				1	1-475
654			Q9HCC6		ENST00000304952	35-92				1	1-44,151-222
655			Q9HCE3		ENST00000336078	616-637,644-668,754-775,783-805,842-865,870-893,905-927,936-959,1055-1078,1085-1111,1203-1226,1265-1286	2-81			1	1-612,682-750,966-1024,1114-1166,1229-1302
656			Q9HCK0		ENST00000373654	273-295,298-320,326-348,354-377				1	129-270,380-442
657			Q9HCL3		ENST00000270001	172-194,200-222,228-250,256-278,284-306,312-334,340-362,368-390,396-418,424-446,452-474,480-502,508-530				1	47-170
658			Q9HCS4		ENST00000282111	346-414	27-53			1	1-347,414-589
659			Q9HCU5		ENST00000260643	1-417				1	100-135
660			Q9HCX3		ENST00000282286	194-215,251-273,279-301,307-329,335-357,363-385,391-413,419-441,447-469,475-497,503-525,531-553,559-581,587-609,615-637				1	53-252,631-660
661			Q9HCZ1		ENST00000347606	238-259,265-287,293-315,321-343,349-371,378-399,405-427,433-455,461-483,544-566,572-594,600-622,628-650,656-678				1	62-235,480-542
662			Q9HD90		ENST00000242994	88-140				1	1-79,179-332
663			Q9NP08		ENST00000400677	204-260				1	1-212,275-349
664			Q9NP62		ENST00000259803	30-167	220-300,302-436			1	1-71,153-437
665			Q9NPC8		ENST00000303077	127-181	184-291			1	178-292
666			Q9NQ03		ENST00000246104	155-177,187-208,212-234,240-262,268-286				1	1-156,293-308
667			Q9NQ33		ENST00000531618	95-146				1	1-75,157-182
668			Q9NQ87		ENST00000372852	44-99				1	1-51,155-329
669			Q9NQL9		ENST00000190165	25-71				1	1-21,82-247,289-473
670			Q9NQV7		ENST00000296682	527-546,552-574,580-602,608-630,720-742,748-770,776-798,832-854,860-882				1	1-33,81-297,371-527,882-895
671			Q9NQX6		ENST00000253144	131-153,159-181,187-209,215-237,243-265,271-293,299-321,327-349,355-377,383-405,411-433,439-461				1	48-129
672			Q9NQZ8		ENST00000328070	130-152,158-180,186-208,214-236,242-264,270-292,298-320,326-348,354-376,382-404,410-432,438-460,466-488				1	1-126
673			Q9NR55		ENST00000243440	33-103				1	1-57,112-128
674			Q9NRM2		ENST00000361822	165-198,212-249,355-381				1	1-60,403-451
675			Q9NRY4		ENST00000672722	1-1499				1	1-15,952-1247,1439-1500
676			Q9NS37		ENST00000490820	202-265	52-161			1	1-215,291-355
677			Q9NU39		ENST00000306507	107-196				1	1-115,165-409
678			Q9NW07		ENST00000597229	151-173,179-201,207-229,235-257,263-285,291-313,319-341,347-369,375-397				1	1-168,397-569
679			Q9NX63		ENST00000262570	1-227				1	1-60
680			Q9NY43		ENST00000370445	233-289				1	1-238,300-388
681			Q9NYD6		ENST00000303460	269-325				1	1-272
682			Q9NZI6		ENST00000263707	25-240				1	1-43,220-305
683			Q9NZL3		ENST00000336976	176-198,232-254,260-282,288-310,316-338,344-366,372-394,400-422,428-450,456-478,484-506,512-534,540-562,568-590,596-618,652-674,680-702				1	1-181,617-651
684			Q9NZV7		ENST00000593711	329-350,356-378,412-434,466-488,494-516				1	1-165,223-328,374-391
685			Q9P0J7		ENST00000409785	78-101				1	137-382
686			Q9P0T4		ENST00000270451	87-109,115-137,147-167,173-196				1	1-84
687			Q9P1Z0		ENST00000311403	309-331,337-359,365-388,726-748,765-787				1	1-19,59-295,397-1014
688			Q9P215		ENST00000367875	195-247				1	1-34,95-145,583-610
689			Q9P255		ENST00000456783	141-163,169-191,197-219,225-247,253-275,281-303,309-331,337-359,365-387,393-415,421-443,451-471,477-499				1	1-137,507-532
690			Q9P2F9		ENST00000299237	104-125,132-154,202-224,230-252,258-280,287-305,315-337,343-365,371-393,399-420,428-450,458-479,486-508,514-536,542-564				1	1-110,160-200,560-583
691			Q9P2Y4		ENST00000360947	57-79,85-107,274-296,302-324,499-520,526-549				1	1-58,134-160,199-272,325-500,545-723
692			Q9P2Z0		ENST00000249861	4-92				1	85-258
693			Q9UBC0		ENST00000305901	288-366,386-440	98-139			1	1-293,375-393,440-466
694			Q9UBD0		ENST00000370416	99-212				1	1-424
695			Q9UBP5		ENST00000368364	49-104				1	1-50,164-338
696			Q9UBX0		ENST00000295934	109-165				1	1-82
697			Q9UC06		ENST00000341976	140-162,168-190,196-218,224-246,252-274,280-302,308-330,336-358,364-386,392-413,419-441				1	1-136
698			Q9UD57		ENST00000451024	164-220				1	1-164,220-311
699			Q9UDV6		ENST00000335870	427-449,455-477				1	1-31,129-147,185-423,475-496
700			Q9UEG4		ENST00000262525	150-172,179-200,206-228,234-256,262-284,290-312,318-340,346-368,374-396,402-424,430-452,458-480,486-508,514-536,569-591,662-684,714-736,768-790				1	1-145,538-870
701			Q9UFW8		ENST00000309534	1-167				1	71-94,150-168
702			Q9UID6		ENST00000326361	204-227,233-255,260-283,289-311,374-397,403-425,431-454,460-482				1	1-199
703			Q9UIE0		ENST00000429154	168-190,252-274,280-302,310-330,336-358,364-386,392-414,420-434,448-464				1	1-224,437-475
704			Q9UIH9		ENST00000296233	321-345,351-375,381-403	72-201			1	1-319,402-417
705			Q9UII5		ENST00000344930	104-126,132-154,160-182,189-210,218-233,244-266,272-289,301-321,328-350,356-378,384-405,412-434,440-462,468-490,496-518,608-630,636-658,664-686,692-714,720-742,748-770				1	1-103,536-596
706			Q9UIU6		ENST00000216513	228-280	588-781			1	1-107,268-782
707			Q9UIW0		ENST00000234392	103-159	248-290			1	1-76,156-291
708			Q9UJN7		ENST00000244576	87-102,109-131,137-159,165-187,193-215,221-243,249-271,277-299,305-327,333-355				1	1-102
709			Q9UJU5		ENST00000371116	141-230				1	1-141,255-479
710			Q9UK10		ENST00000262894	176-198,204-226,232-254,260-282,288-310,316-338,344-366,372-394,400-422,428-450,456-478,484-506,512-534,540-562,568-590,596-618,624-646,652-669,680-697				1	1-180,670-707
711			Q9UK11		ENST00000434772	176-198,204-226,232-254,260-282,288-310,344-366,372-394,400-422,428-450,456-472				1	1-180,446-483
712			Q9UK13		ENST00000251269	170-192,198-220,226-248,254-276,282-304,310-332,338-360,366-388,394-416,422-444,450-472,478-500,506-528,534-556				1	1-26,71-170,590-618
713			Q9UK33		ENST00000325333	92-114,120-142,150-172				1	1-94
714			Q9UKD1		ENST00000266068	87-162	172-261,1-58			1	1-82,175-229,339-531
715			Q9UKN5		ENST00000228437	590-612,618-640,646-668,674-696,702-724,730-751				1	1-425,569-590,751-802
716			Q9UL17		ENST00000177694	139-326	1-52,331-535			1	1-122,334-536
717			Q9UL59		ENST00000278314	247-269,303-325,332-352,358-380,386-408,414-436,442-464,470-492,498-520,526-548,554-576				1	1-354,592-607
718			Q9ULD5		ENST00000247930	546-568,574-596,636-658,664-686,694-716,722-744,750-772,778-800,806-828	454-495			1	1-223,326-548,596-639
719			Q9ULM2		ENST00000311437	156-178,194-216,222-244,250-272,278-300,306-328,334-356,362-384,390-412,418-440,446-468,474-496,502-524				1	1-156
720			Q9UMN6		ENST00000420124	958-1005	1969-2009			1	1-970,1018-1170,1542-1571,1788-2420,2537-2557
721			Q9UMQ3		ENST00000281437	134-190				1	1-150,190-280
722			Q9UMR3		ENST00000408931	102-288	346-419			1	1-90,307-448
723			Q9UN79		ENST00000367204	424-492				1	1-104,225-431,523-623
724			Q9UPG8		ENST00000246229	68-92,98-120,127-149,156-178,191-213,219-242	382-496			1	1-67,243-497
725			Q9Y2A4		ENST00000301547	169-190,253-275,281-303,309-331,337-359,365-387,393-415,421-443,449-471,504-526,532-554,560-582,588-610,616-638				1	1-167
726			Q9Y2D1		ENST00000423777	206-268	1-204			1	1-235
727			Q9Y2D9		ENST00000362063	245-268,273-293,299-322,329-351,357-379,385-407,413-435,441-463,469-493				1	1-244,493-607
728			Q9Y2G7		ENST00000351218	158-180,186-208,214-236,242-264,270-291,326-348,354-376,382-404,410-432,438-460,466-488,494-516				1	52-155
729			Q9Y2H8		ENST00000223428	404-426,432-454,460-482,488-510,516-538,544-566,572-594,600-622,628-650				1	1-44,99-403
730			Q9Y2L8		ENST00000326775	346-368,374-396,402-424,430-452,549-571,577-599,605-627,633-655,661-683,717-739,773-795,801-823				1	1-47,106-348,455-547,680-694,824-840
731			Q9Y2P0		ENST00000537055	110-132,138-160,166-188,194-216,222-244,250-272,278-300,306-328,334-356,362-384,390-412,418-440,446-468,474-496				1	1-107,493-538
732			Q9Y2T7		ENST00000007699	94-163				1	1-86,147-365
733			Q9Y2Y4		ENST00000262630	373-395,401-423,428-450				1	1-373,441-488
734			Q9Y2Y9		ENST00000307145	167-191,197-221,227-249	1-35			1	1-169,249-289
735			Q9Y330		ENST00000375525	333-356,359-381,387-409,415-438				1	132-331
736			Q9Y473		ENST00000262259	281-296,335-357,363-385,391-413,419-441,447-469,475-497,503-525,531-553,559-581,587-609,615-637,643-665,671-693				1	1-308,694-712
737			Q9Y4A0		ENST00000332349	4-54	422-501			1	453-470
738			Q9Y4A8		ENST00000056233	577-639	252-451			1	1-551,680-695
739			Q9Y4Z2		ENST00000242462	84-136	135-214			1	1-93,152-215
740			Q9Y5A6		ENST00000292450	277-299,305-327,333-354,360-382,388-410,416-438,444-466				1	1-37,125-274,459-474
741			Q9Y5Q3		ENST00000373313	237-302	1-111			1	1-213,304-324
742			Q9Y5V0		ENST00000311212	1-76				1	1-29
743			Q9Y5W3		ENST00000248071	272-296,302-326,332-354	1-89			1	1-271
744			Q9Y651		ENST00000376945	8-76				1	78-277
745			Q9Y6R6		ENST00000434248	165-187,193-215,221-243,249-271,277-299,305-327,333-355,389-411,417-439,445-467,473-495,501-523,529-551,557-579,585-607,613-635,641-663,669-691,697-719,725-747,753-770,781-802				1	64-161,809-834
746			Q9Y6X8		ENST00000314393	78-101,110-133,271-317,442-496,534-584,633-685				1	1-76,150-283,334-447,589-640,695-838
747			A0PJY2		ENST00000442488	260-282,288-310,316-338,344-366,372-394,400-423				1	1-220,422-476
748			A1A519		ENST00000695508	1-330				1	1-219,269-331
749			A6NFD8		ENST00000515777	12-66				1	1-14,131-243
750			A6NJ46		ENST00000518699	140-196				1	1-144,195-266
751			A6NNF4		ENST00000594466	201-223,229-251,257-279,285-307,313-335,341-363,369-391,397-419,425-447,453-475,481-503,509-531,537-559,565-587,593-615				1	65-173
752			A8K8V0		ENST00000395216	172-194,200-222,228-250,256-278,284-306,312-334,340-362				1	1-32,85-168,373-406
753			A8MT69		ENST00000392359	1-81				1	NA-NA
754			A8MZ59		ENST00000640845	31-65	92-181			1	68-143
755			O00321		ENST00000403402	242-321	1-162			1	1-239,319-343
756			O00327		ENST00000529388	73-126	543-626			1	1-63,213-279,450-627
757			O00409		ENST00000345097	114-204				1	1-112,210-491
758			O00470		ENST00000272369	273-330	335-390			1	1-72,187-278,336-391
759			O00482		ENST00000367362	84-153	282-290,232-265,508-541,305-308			1	1-79,203-299
760			O00712		ENST00000380959	69-173				1	187-421
761			O00716		ENST00000346618	179-243	372-465			1	1-180,341-466
762			O14545		ENST00000412615	1-582	232-311			1	135-583
763			O14628		ENST00000399602	244-266,272-289,410-432,438-460,466-488,494-516,522-544,550-572,606-628				1	65-240,330-409
764			O14709		ENST00000628172	370-392,398-420,426-448,454-476,482-504,510-532,538-560,566-588,594-616,622-644,650-672,678-700,706-728,734-756,762-784,790-812,818-840,846-868,874-896,902-924,930-952,958-980				1	1-43,131-372,1014-1030
765			O14770		ENST00000561208	277-334	340-477			1	1-76,190-282,342-478
766			O14771		ENST00000576416	317-339,345-367,373-395,401-423,429-451				1	1-47,113-318
767			O14896		ENST00000367021	9-114	226-467			1	116-211,448-468
768			O14901		ENST00000305883	394-418,424-448,454-476				1	1-420,481-513
769			O14948		ENST00000265440	140-193	242-347,1-119			1	1-130,233-348
770			O15014		ENST00000326648	494-524				1	1-272,355-1412
771			O15015		ENST00000300850	8-31,48-70,75-97,239-261,266-288,294-316,374-396,401-424,465-487,492-514,575-597,617-639,644-666,821-840,848-870,881-904,1052-1074,1079-1101,1203-1225,1230-1252,1258-1280,1299-1321,1326-1348,1364-1386,1531-1551,1585-1607,1677-1699,1704-1726,1732-1754,1761-1783				1	1-242,310-375,418-463,519-615,664-1051,1100-1208,1275-1545,1605-1678,1774-1833
772			O15119		ENST00000257566	105-305	443-520			1	1-100,306-744
773			O15156		ENST00000535420	346-368,374-396,402-424,430-451				1	1-344,456-540
774			O15162		ENST00000342435	1-318	32-111			1	1-93
775			O15178		ENST00000296946	44-219	230-280,320-380			1	1-15,227-436
776			O15198		ENST00000379826	34-135				1	1-21,145-253
777			O15226		ENST00000304449	1-690				1	1-165,414-443,518-591,678-691
778			O15266		ENST00000381578	118-174				1	1-122,187-293
779			O15350		ENST00000713572	113-309	1-116,381-389			1	1-122,305-490,601-637
780			O15409		ENST00000350908	504-588				1	1-111,162-347,410-491,585-716
781			O15535		ENST00000531979	254-276,282-304,310-332,338-360,366-388				1	1-14,120-256
782			O43147		ENST00000426855	311-348				1	95-123,202-239,432-477,623-773
783			O43151		ENST00000409262	49-89				1	1-57,100-830,1170-1653,1732-1796
784			O43167		ENST00000698516	295-316,322-344,350-372,378-400,407-428,434-456,462-484,490-512				1	1-304,513-698
785			O43189		ENST00000374516	165-360	222-301			1	1-32,297-568
786			O43309		ENST00000684592	274-296,302-324,330-352,358-380,386-408,414-437,442-463,469-491,497-519,525-547,553-575,581-603				1	1-42,115-272,597-612
787			O43313		ENST00000709336	85-109,131-160,165-214	432-823			1	1-76,215-824
788			O43345		ENST00000397126	229-251,257-279,286-307,313-335,341-363,369-391,397-419,425-447,453-475,497-519,525-547,553-575,581-603,609-631,637-659,721-743,777-799,917-939,945-967,1029-1051,1057-1079,1169-1191,1197-1219,1225-1247,1253-1275				1	63-223
789			O43422		ENST00000260045	4-88				1	118-158,746-762
790			O43435		ENST00000329705	112-297				1	1-106,309-399
791			O43524		ENST00000406360	158-247	562-673			1	1-157,224-674
792			O43670		ENST00000321233	10-33,34-57				1	94-479
793			O43889		ENST00000353704	148-224	262-351,182-261,1-107			1	1-118,240-372
794			O43918		ENST00000291582	197-249	292-545			1	102-294,340-424,465-546
795			O60248		ENST00000538513	49-117	138-233			1	1-53,117-234
796			O60281		ENST00000369577	681-705,723-744,780-803,807-831,1947-1972,2172-2197,2216-2241,2256-2281				1	1-18,471-525,598-680,824-1901,1983-2169,2281-2358,2430-2653,2692-2724
797			O60304		ENST00000219478	325-347,353-375,381-403,409-431,437-459				1	1-45,111-331,450-481
798			O60315		ENST00000627532	211-234,241-263,282-304,310-331,581-602,649-699,999-1021,1027-1049,1055-1076				1	1-210,329-568,620-655,696-997,1093-1215
799			O60381		ENST00000640195	434-501	37-141			1	1-259,374-442,499-515
800			O60393		ENST00000467773	273-318,339-361	366-691			1	1-692
801			O60481		ENST00000287538	266-286,295-322,328-352,358-382,388-410				1	1-251,406-468
802			O60663		ENST00000373474	220-276				1	1-48,173-403
803			O60678		ENST00000331079	49-70	92-181			1	1-48,198-223
804			O60870		ENST00000379562	1-393				1	180-273
805			O60902		ENST00000441443	141-197				1	1-144,211-332
806			O75030		ENST00000352241	312-365	431-476,182-295			1	1-295,406-527
807			O75123		ENST00000633071	124-145,151-173,179-201,207-229,235-257,263-285,291-313,319-341,347-369,375-397,403-425,431-453,459-481				1	1-120,484-537
808			O75290		ENST00000683561	165-187,193-215,221-243,249-271,277-299,305-327,333-355,361-383,445-467,473-495,501-523,529-551,557-579,585-607,613-635				1	60-160,629-642
809			O75346		ENST00000589717	172-194,200-222,228-250,256-278,284-306,312-334,340-362,368-390,396-418,424-446,452-474				1	56-175,477-500
810			O75398		ENST00000382409	197-272				1	1-192,303-448,543-566
811			O75437		ENST00000357002	210-231,266-288,294-316,322-344,350-372,378-400,406-428,434-456,490-512,518-540,546-568,574-596,602-624				1	73-212
812			O75444		ENST00000393350	287-354	1-125			1	1-260,354-374
813			O75461		ENST00000381525	64-128				1	1-16,241-282
814			O75469		ENST00000393716	39-109	146-434			1	1-37,126-143
815			O75541		ENST00000565601	118-140,150-172				1	1-112,205-223,274-333,379-413
816			O75564		ENST00000615982	14-66				1	1-16,431-487,530-557
817			O75626		ENST00000369096	575-597,603-625,631-653,659-681,687-708				1	1-81,215-571,712-826
818			O75820		ENST00000339664	148-170,176-198,204-226,232-254,260-282,288-310,316-338,344-366,372-394,400-422,456-478,484-506,512-534,540-562,568-590,599-621				1	1-146,422-453
819			O75840		ENST00000309446	219-243,249-273,279-301	2-101			1	1-219
820			O75971		ENST00000563480	1-98				1	42-99
821			O94916		ENST00000354436	282-439	915-1453,2-81			1	1-273,544-1532
822			O94983		ENST00000348066	37-149	285-468,472-581			1	1-18,218-537,660-680,815-1034,1136-1203
823			O94993		ENST00000265007	337-405				1	1-340,395-754
824			O95125		ENST00000530393	397-419,425-447,481-503,509-531,537-559,565-587,593-615,621-643				1	1-59,98-236,277-397,452-478
825			O95238		ENST00000374037	250-332				1	1-119
826			O95243		ENST00000249910	76-151				1	1-440
827			O95251		ENST00000259021	184-212	390-577			1	1-186,235-286,595-612
828			O95600		ENST00000468660	274-298,304-328,334-356	101-260			1	1-272
829			O95644		ENST00000427363	428-588	1-218,703-943			1	1-380,696-944
830			O95780		ENST00000397165	173-195,201-223,229-251,257-279,285-307,313-335,341-363,369-391,397-419,425-447,453-474,480-498				1	57-173,485-499
831			O95936		ENST00000295743	269-456	571-686			1	1-263,479-687
832			O95947		ENST00000395224	93-273				1	1-89,277-437
833			O95983		ENST00000434436	1-146				1	1-138,257-292
834			P01100		ENST00000303562	135-197	1-81,139-159,209-371			1	1-141,205-381
835			P01106		ENST00000621592	370-422,434-452	16-159			1	1-377
836			P02788		ENST00000231751	45-710				1	1-22
837			P03372		ENST00000443427	183-252	282-595,1-184			1	1-181,251-302,548-596
838			P04150		ENST00000503201	419-488	77-262,751-767,526-556			1	1-419,489-525
839			P04637		ENST00000508793	95-289	1-101			1	1-104,283-394
840			P06401		ENST00000325455	565-634	687-933,1-165,456-546			1	1-561,629-680
841			P08047		ENST00000327443	626-650,656-680,686-708	90-610			1	1-619,707-746
842			P08048		ENST00000383052	421-443,452-474,484-506,515-538,544-566,572-595,601-623,629-652,658-680,686-709,715-737,743-766,772-795	1-333			1	1-418,787-802
843			P08151		ENST00000228682	236-260,268-295,301-325,331-356,362-387	1021-1087			1	1-236,348-1107
844			P08235		ENST00000344721	601-670				1	1-601,665-731
845			P08651		ENST00000443272	69-173	229-508			1	188-509
846			P09086		ENST00000526816	198-269,298-354	95-206,437-479			1	1-198,269-304,355-480
847			P09630		ENST00000243108	142-198				1	1-143,199-236
848			P0C6A0		ENST00000707000	208-242,248-267				1	1-207
849			P0C7X2		ENST00000223459	183-205,211-233				1	1-24,76-178,236-277
850			P10070		ENST00000452319	437-462,470-497,503-527,533-558,564-589	659-1197,1198-1586			1	1-434,581-1587
851			P10072		ENST00000324411	301-323,329-351,357-379,385-407,413-435,441-463,469-491,497-519,525-547,553-575,579-601,607-629,635-657				1	1-34,85-298,646-660
852			P10242		ENST00000367814	40-86,92-138,144-189	232-361			1	1-38,197-641
853			P10243		ENST00000522677	35-81,87-133,139-184	202-411			1	1-23,189-713
854			P10244		ENST00000217026	31-77,83-129,135-180	392-501,275-371			1	1-31,178-701
855			P10275		ENST00000374690	558-627	1-494,652-910			1	1-555,630-662
856			P10276		ENST00000394089	86-155	1-87,154-462			1	1-83,155-177,412-463
857			P10826		ENST00000688892	86-155				1	1-83,155-176,413-456
858			P10827		ENST00000264637	51-122	1-52			1	1-42,380-491
859			P10828		ENST00000646432	105-176	1-94,453-461			1	1-94
860			P11161		ENST00000637191	340-364,370-392,398-420	143-184,1-51			1	1-338,420-477
861			P11308		ENST00000288319	312-391	433-479,118-261			1	1-124,208-308,402-480
862			P11473		ENST00000395324	22-91	415-427,195-238			1	1-18,152-220
863			P11474		ENST00000405666	77-146	1-75,225-398			1	1-73,150-193
864			P12524		ENST00000372816	282-334	1-186			1	1-293
865			P12757		ENST00000465590	1-684				1	1-153,357-522
866			P13056		ENST00000333003	111-180				1	1-108,181-373
867			P13378		ENST00000313173	198-254				1	1-205,255-291
868			P13631		ENST00000425354	88-157	156-454,1-89			1	1-86,159-181,418-455
869			P14316		ENST00000696851	7-112	142-261			1	102-350
870			P14651		ENST00000498678	189-245	273-431			1	1-193,246-432
871			P14653		ENST00000239174	205-260	38-164			1	1-208,259-302
872			P14859		ENST00000541643	283-354,380-436	440-743,1-280			1	1-283,353-386,435-744
873			P14921		ENST00000319397	336-415	130-243			1	1-35,143-310
874			P15336		ENST00000392544	25-49,350-413	1-112			1	62-359,419-506
875			P15407		ENST00000312562	103-166	130-271			1	1-108,171-272
876			P15408		ENST00000264716	122-183				1	1-131,187-327
877			P15621		ENST00000356109	217-238,245-267,273-295,301-323,329-351,357-379,385-407,413-435,441-463,469-491,497-518,524-546,552-574,580-602,608-630,636-658				1	1-238
878			P15622		ENST00000292579	199-221,227-249,255-277,283-305,311-333,339-361,367-389,395-417,423-445,451-473,479-501,507-529,535-557				1	1-20,71-196
879			P15822		ENST00000379388	406-428,434-456,2088-2110,2116-2140				1	1-397,465-2085,2141-2719
880			P15863		ENST00000398485	98-222				1	1-95,222-535
881			P15884		ENST00000356073	565-618	1-100,340-400			1	1-568,628-668
